locus_tag,old_locus_tag,start,end,Product,Length
SARO_RS15030,Saro_2965,3181951,3182730,uroporphyrinogen-III C-methyltransferase,779
SARO_RS15035,Saro_2966,3182727,3185306,nitrate reductase,2579
SARO_RS15040,Saro_2967,3185309,3185650,nitrite reductase (NAD(P)H) small subunit,341
SARO_RS15045,Saro_2968,3185650,3188226,NAD(P)/FAD-dependent oxidoreductase,2576
SARO_RS15050,Saro_2969,3188360,3189616,hypothetical protein,1256
SARO_RS15055,Saro_2970,3189683,3190936,NarK/NasA family nitrate transporter,1253
SARO_RS15060,Saro_2971,3191032,3192723,bifunctional protein-serine/threonine kinase/phosphatase,1691
SARO_RS15065,Saro_2972,3192952,3194160,nitrate transporter,1208
SARO_RS15070,Saro_2973,3194160,3194738,ANTAR domain-containing protein,578
SARO_RS15075,Saro_2974,3194788,3195495,GMP synthase,707
SARO_RS15080,NA,3197039,3197218,hypothetical protein,179
SARO_RS15085,Saro_2977,3197427,3197930,hypothetical protein,503
SARO_RS15090,Saro_2978,3197923,3198303,hypothetical protein,380
SARO_RS15095,Saro_2980,3198592,3199014,hypothetical protein,422
SARO_RS15100,Saro_2981,3199004,3199204,hypothetical protein,200
SARO_RS15105,Saro_2982,3199201,3199644,hypothetical protein,443
SARO_RS15110,Saro_2983,3199882,3200304,hypothetical protein,422
SARO_RS15120,Saro_2984,3200915,3201277,hypothetical protein,362
SARO_RS15125,Saro_2985,3201523,3202038,hypothetical protein,515
SARO_RS20720,Saro_2986,3202079,3202432,DUF2493 domain-containing protein,353
SARO_RS15135,Saro_2987,3202684,3203901,hypothetical protein,1217
SARO_RS15140,NA,3203910,3204101,hypothetical protein,191
SARO_RS15145,Saro_2988,3204101,3206242,hypothetical protein,2141
SARO_RS15150,Saro_2989,3206239,3206682,hypothetical protein,443
SARO_RS20310,Saro_2990,3206684,3207823,hypothetical protein,1139
SARO_RS20315,Saro_2991,3207820,3208185,hypothetical protein,365
SARO_RS20320,Saro_2992,3208281,3208880,hypothetical protein,599
SARO_RS15170,Saro_2993,3208915,3211800,hypothetical protein,2885
SARO_RS15175,Saro_2994,3211802,3213004,hypothetical protein,1202
SARO_RS20325,Saro_2995,3213004,3213561,hypothetical protein,557
SARO_RS15185,Saro_2996,3213730,3214242,hypothetical protein,512
SARO_RS15190,Saro_2997,3214235,3215596,hypothetical protein,1361
SARO_RS15195,Saro_2998,3215596,3216036,hypothetical protein,440
SARO_RS15200,Saro_2999,3216036,3216863,hypothetical protein,827
SARO_RS15205,Saro_3000,3216865,3217158,hypothetical protein,293
SARO_RS15210,NA,3217158,3217343,hypothetical protein,185
SARO_RS15215,Saro_3001,3217437,3218699,hypothetical protein,1262
SARO_RS15220,Saro_3002,3218729,3219550,hypothetical protein,821
SARO_RS15225,Saro_3003,3219642,3221714,hypothetical protein,2072
SARO_RS15230,Saro_3004,3221762,3223216,hypothetical protein,1454
SARO_RS15235,Saro_3005,3223519,3223953,hypothetical protein,434
SARO_RS15240,NA,3223963,3224262,hypothetical protein,299
SARO_RS15245,NA,3224446,3224646,hypothetical protein,200
SARO_RS15250,NA,3224646,3225173,hypothetical protein,527
SARO_RS15255,Saro_3008,3225798,3226205,RusA family crossover junction endodeoxyribonuclease,407
SARO_RS15260,Saro_3009,3226202,3226663,hypothetical protein,461
SARO_RS20725,Saro_3010,3226660,3227346,hypothetical protein,686
SARO_RS15270,NA,3227492,3227710,hypothetical protein,218
SARO_RS15275,Saro_3011,3228155,3228640,hypothetical protein,485
SARO_RS15280,Saro_3012,3228726,3228929,zinc finger C4-type protein,203
SARO_RS15285,Saro_3014,3229409,3229675,transcriptional regulator,266
SARO_RS20735,NA,3230088,3230366,hypothetical protein,278
SARO_RS15300,Saro_3017,3230871,3231146,hypothetical protein,275
SARO_RS15305,Saro_3018,3231143,3231382,hypothetical protein,239
SARO_RS15310,NA,3231379,3231567,hypothetical protein,188
SARO_RS15315,Saro_3019,3231579,3231848,hypothetical protein,269
SARO_RS15320,NA,3232220,3232507,hypothetical protein,287
SARO_RS15325,NA,3232833,3233042,hypothetical protein,209
SARO_RS20335,Saro_3021,3233039,3233704,hypothetical protein,665
SARO_RS15335,Saro_3022,3233830,3234369,hypothetical protein,539
SARO_RS15340,Saro_3023,3234452,3234832,hypothetical protein,380
SARO_RS15350,NA,3235080,3235526,hypothetical protein,446
SARO_RS15355,NA,3235845,3237056,hypothetical protein,1211
SARO_RS15365,Saro_3027,3237240,3238598,DUF4010 domain-containing protein,1358
SARO_RS15370,Saro_3028,3238746,3240530,quinohemoprotein amine dehydrogenase subunit alpha,1784
SARO_RS15375,Saro_3029,3240527,3241981,quinohemoprotein amine dehydrogenase maturation protein,1454
SARO_RS15380,Saro_3030,3241978,3242304,hypothetical protein,326
SARO_RS15385,Saro_3031,3242442,3243542,hypothetical protein,1100
SARO_RS20740,NA,3243532,3243924,hypothetical protein,392
SARO_RS15395,Saro_3033,3244086,3246293,ABC transporter ATP-binding protein,2207
SARO_RS15400,Saro_3034,3246286,3246966,hypothetical protein,680
SARO_RS15405,Saro_3035,3247022,3249055,sulfotransferase family protein,2033
SARO_RS15410,Saro_3036,3249171,3251852,TonB-dependent receptor,2681
SARO_RS15415,Saro_3037,3252293,3252730,lactoylglutathione lyase,437
SARO_RS15420,Saro_3038,3252814,3253572,SIMPL domain-containing protein,758
SARO_RS15425,Saro_3039,3253707,3254489,hypothetical protein,782
SARO_RS15430,Saro_3040,3254703,3255509,serine/threonine protein phosphatase,806
SARO_RS15435,Saro_3042,3255880,3258405,TonB-dependent receptor,2525
SARO_RS15440,Saro_3043,3258473,3259195,monofunctional biosynthetic peptidoglycan transglycosylase,722
SARO_RS15445,Saro_3044,3259345,3260040,hypothetical protein,695
SARO_RS15450,Saro_3045,3260186,3261085,RNA polymerase sigma factor RpoH,899
SARO_RS15455,Saro_3046,3261197,3262174,RluA family pseudouridine synthase,977
SARO_RS15460,Saro_3047,3262218,3263393,carbohydrate porin,1175
SARO_RS15465,Saro_3048,3263390,3265195,methyl-accepting chemotaxis protein,1805
SARO_RS15470,Saro_3049,3265324,3265722,peptidase,398
SARO_RS15475,Saro_3050,3265879,3266520,histidine phosphotransferase,641
SARO_RS15480,Saro_3051,3266537,3267241,N-acetylmuramoyl-L-alanine amidase,704
SARO_RS15485,Saro_3052,3267702,3268658,cation transporter,956
SARO_RS15490,Saro_3053,3269011,3269586,fasciclin,575
SARO_RS15495,Saro_3054,3269818,3271074,ATP-dependent Clp protease ATP-binding subunit ClpX,1256
SARO_RS15500,Saro_3055,3271222,3271929,ATP-dependent Clp protease proteolytic subunit,707
SARO_RS15505,NA,3272069,3272734,PilZ domain-containing protein,665
SARO_RS15510,Saro_3057,3272946,3274487,amidase,1541
SARO_RS15515,NA,3274468,3274794,hypothetical protein,326
SARO_RS15520,NA,3274826,3275269,hypothetical protein,443
SARO_RS15525,Saro_3059,3275439,3276980,trigger factor,1541
SARO_RS15535,NA,3277393,3277575,hypothetical protein,182
SARO_RS15540,Saro_3060,3277719,3279596,signal peptide peptidase SppA,1877
SARO_RS15545,Saro_3061,3279684,3280709,aspartate carbamoyltransferase,1025
SARO_RS15550,Saro_3062,3280706,3281935,dihydroorotase,1229
SARO_RS15555,Saro_3063,3282003,3283325,SPOR domain-containing protein,1322
SARO_RS15560,Saro_3064,3283348,3283863,hypothetical protein,515
SARO_RS15565,Saro_3065,3283877,3284602,ParA family protein,725
SARO_RS15570,Saro_3066,3284809,3286107,Sel1 repeat-containing protein,1298
SARO_RS15575,Saro_3067,3286124,3287326,DUF418 domain-containing protein,1202
SARO_RS15580,Saro_3068,3287258,3288442,phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein,1184
SARO_RS15585,Saro_3069,3288488,3289687,glycosyltransferase,1199
SARO_RS15590,NA,3289801,3290493,L%2CD-transpeptidase,692
SARO_RS15595,Saro_3071,3290531,3291325,KR domain-containing protein,794
SARO_RS15600,Saro_3072,3291337,3292119,3-hydroxy-2-methylbutyryl-CoA dehydrogenase,782
SARO_RS15605,Saro_3073,3292116,3293096,nitronate monooxygenase,980
SARO_RS15610,Saro_3074,3293161,3293895,RNA polymerase subunit sigma,734
SARO_RS15615,Saro_3075,3294076,3296196,TonB-dependent receptor,2120
SARO_RS15620,Saro_3076,3296225,3296455,hypothetical protein,230
SARO_RS15625,Saro_3077,3296634,3296825,hypothetical protein,191
SARO_RS15630,Saro_3078,3296966,3297706,spermidine synthase,740
SARO_RS15635,Saro_3079,3297734,3298048,hypothetical protein,314
SARO_RS15640,Saro_3080,3298573,3299244,glutathione S-transferase family protein,671
SARO_RS15645,Saro_3081,3299458,3300423,complex I NDUFA9 subunit family protein,965
SARO_RS15655,Saro_3082,3301191,3302078,protein-tyrosine-phosphatase,887
SARO_RS20860,Saro_3083,3302081,3302860,NAD(P)-dependent oxidoreductase,779
SARO_RS15665,Saro_3084,3302873,3305065,TonB-dependent receptor,2192
SARO_RS15670,Saro_3085,3305260,3305907,TetR family transcriptional regulator,647
SARO_RS20340,Saro_3087,3306878,3308095,TauD/TfdA family dioxygenase,1217
SARO_RS15680,Saro_3088,3308092,3309804,D-aminoacylase,1712
SARO_RS15685,Saro_3089,3309817,3311082,helix-turn-helix transcriptional regulator,1265
SARO_RS15690,Saro_3090,3311225,3311611,RidA family protein,386
SARO_RS15695,NA,3312165,3312365,hypothetical protein,200
SARO_RS15705,Saro_3092,3312771,3313274,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,503
SARO_RS15710,Saro_3093,3313271,3314119,N-carbamoylputrescine amidase,848
SARO_RS15715,Saro_3094,3314172,3315026,methyltransferase,854
SARO_RS15720,Saro_3095,3315106,3315642,peptide-methionine (S)-S-oxide reductase,536
SARO_RS15725,Saro_3096,3315639,3316898,methyltransferase domain-containing protein,1259
SARO_RS15730,Saro_3097,3316897,3317145,DUF1674 domain-containing protein,248
SARO_RS15735,Saro_3098,3317166,3317648,DUF4112 domain-containing protein,482
SARO_RS15740,Saro_3099,3317633,3319111,ABC transporter substrate-binding protein,1478
SARO_RS15745,Saro_3100,3319158,3319541,PilZ domain-containing protein,383
SARO_RS15750,Saro_3101,3319699,3320157,RNA polymerase-binding protein DksA,458
SARO_RS15755,Saro_3102,3320467,3320796,sel1 repeat family protein,329
SARO_RS15760,Saro_3103,3320807,3321937,N-acetyltransferase,1130
SARO_RS15765,Saro_3104,3321945,3322712,glycerophosphoryl diester phosphodiesterase,767
SARO_RS15770,Saro_3105,3322693,3323211,RidA family protein,518
SARO_RS15775,Saro_3106,3323157,3323786,hypothetical protein,629
SARO_RS15780,Saro_3107,3323783,3324058,DUF3572 domain-containing protein,275
SARO_RS15785,Saro_3108,3324134,3324496,response regulator,362
SARO_RS15790,Saro_3109,3324517,3325101,hypothetical protein,584
SARO_RS15795,Saro_3110,3325240,3325479,acyl carrier protein,239
SARO_RS15800,Saro_3111,3325484,3326683,aminotransferase class V-fold PLP-dependent enzyme,1199
SARO_RS15805,NA,3326683,3327546,GDSL family lipase,863
SARO_RS15810,Saro_3113,3327559,3328107,ribosomal large subunit pseudouridine synthase E,548
SARO_RS15815,Saro_3114,3328116,3328736,glutathione S-transferase,620
SARO_RS20345,Saro_3115,3328925,3329791,MipA/OmpV family protein,866
SARO_RS15825,Saro_3116,3329801,3330448,DedA family protein,647
SARO_RS15830,Saro_3117,3330666,3331166,hypothetical protein,500
SARO_RS15835,Saro_3118,3331159,3332481,ATP-binding protein,1322
SARO_RS15840,Saro_3119,3332560,3333729,phage portal protein,1169
SARO_RS15845,Saro_3120,3333726,3334034,hypothetical protein,308
SARO_RS15850,Saro_3121,3334031,3334483,HK97 family phage prohead protease,452
SARO_RS15855,Saro_3122,3334561,3335703,phage major capsid protein,1142
SARO_RS15860,Saro_3123,3335824,3336375,hypothetical protein,551
SARO_RS15865,NA,3336342,3336530,hypothetical protein,188
SARO_RS15870,Saro_3124,3336535,3336930,DUF3168 domain-containing protein,395
SARO_RS15875,Saro_3125,3336959,3337366,phage major tail protein%2C TP901-1 family,407
SARO_RS15880,Saro_3126,3337366,3337680,gene transfer agent family protein,314
SARO_RS15885,NA,3337677,3337877,phage tail assembly chaperone,200
SARO_RS15890,Saro_3128,3337867,3338448,hypothetical protein,581
SARO_RS15895,Saro_3129,3338468,3340807,TIGR02217 family protein,2339
SARO_RS15900,Saro_3130,3340804,3341625,DUF2163 domain-containing protein,821
SARO_RS15905,Saro_3131,3341622,3342017,hypothetical protein,395
SARO_RS15910,Saro_3132,3342011,3344215,hypothetical protein,2204
SARO_RS15915,Saro_3133,3344239,3344697,DUF2793 domain-containing protein,458
SARO_RS15920,Saro_3134,3344891,3345964,flagellar motor protein MotB,1073
SARO_RS15925,Saro_3135,3346022,3346597,superoxide dismutase family protein,575
SARO_RS15930,Saro_3136,3346614,3348206,MFS transporter,1592
SARO_RS15935,Saro_3137,3348178,3348879,7-cyano-7-deazaguanine synthase,701
SARO_RS15940,NA,3348941,3349372,hypothetical protein,431
SARO_RS15945,Saro_3139,3349503,3350417,molecular chaperone Hsp33,914
SARO_RS15950,Saro_3140,3350414,3351349,ornithine carbamoyltransferase,935
SARO_RS15955,Saro_3141,3351346,3352539,acetylornithine transaminase,1193
SARO_RS15960,Saro_3142,3352715,3353518,cold-shock protein,803
SARO_RS15965,Saro_3143,3353813,3354247,TIGR01244 family phosphatase,434
SARO_RS15970,Saro_3144,3354272,3354703,hypothetical protein,431
SARO_RS15975,Saro_3145,3354700,3355593,sterol desaturase family protein,893
SARO_RS15980,Saro_3146,3355580,3356191,TetR/AcrR family transcriptional regulator,611
SARO_RS15985,Saro_3147,3356399,3358726,TonB-dependent receptor,2327
SARO_RS15990,Saro_3148,3359153,3360457,UDP-N-acetyl-D-mannosamine dehydrogenase,1304
SARO_RS15995,Saro_3149,3360447,3361565,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),1118
SARO_RS16000,Saro_3150,3361673,3362998,nucleotide sugar dehydrogenase,1325
SARO_RS16005,Saro_3151,3363104,3364102,KR domain-containing protein,998
SARO_RS16010,Saro_3152,3364131,3364523,hypothetical protein,392
SARO_RS16015,Saro_3153,3364643,3365686,agmatine deiminase family protein,1043
SARO_RS16020,Saro_3154,3365728,3368436,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,2708
SARO_RS16025,Saro_3155,3368433,3368906,peroxiredoxin,473
SARO_RS16030,Saro_3156,3368961,3369755,DUF455 domain-containing protein,794
SARO_RS16035,Saro_3157,3369948,3370664,M23 family peptidase,716
SARO_RS16040,Saro_3158,3370779,3371468,spermidine synthase,689
SARO_RS16045,Saro_3159,3371606,3372700,hypothetical protein,1094
SARO_RS16050,NA,3372723,3373298,beta-Ig-H3/fasciclin,575
SARO_RS16055,Saro_3161,3373450,3375000,acyl-CoA synthetase,1550
SARO_RS16060,Saro_3162,3375020,3376312,cytochrome P450,1292
SARO_RS16065,Saro_3163,3376371,3377777,MFS transporter,1406
SARO_RS16070,Saro_3164,3378071,3379762,GMC family oxidoreductase,1691
SARO_RS16075,NA,3379785,3380327,twin-arginine translocation pathway signal protein,542
SARO_RS16080,Saro_3166,3380417,3381637,MFS transporter,1220
SARO_RS16085,Saro_3167,3381637,3382617,sugar phosphate isomerase/epimerase,980
SARO_RS16090,Saro_3168,3383015,3383947,electron transfer flavoprotein subunit alpha/FixB family protein,932
SARO_RS16095,Saro_3169,3383947,3384699,electron transfer flavoprotein subunit beta/FixA family protein,752
SARO_RS16100,Saro_3170,3384930,3386129,succinyl-CoA ligase subunit beta,1199
SARO_RS16105,Saro_3171,3386353,3387129,3'(2')%2C5'-bisphosphate nucleotidase CysQ,776
SARO_RS16110,Saro_3172,3387136,3388131,aldo/keto reductase,995
SARO_RS16115,Saro_3173,3388263,3388955,OmpA/MotB,692
SARO_RS16120,Saro_3174,3389136,3390464,HlyC/CorC family transporter,1328
SARO_RS16125,Saro_3175,3390562,3391995,glutamate synthase subunit beta,1433
SARO_RS16130,Saro_3176,3392022,3396662,glutamate synthase large subunit,4640
SARO_RS16135,Saro_3177,3396868,3398406,hypothetical protein,1538
SARO_RS16140,Saro_3178,3398543,3399751,glycosyltransferase%2C exosortase A system-associated,1208
SARO_RS16145,Saro_3179,3399971,3401332,putative O-glycosylation ligase%2C exosortase A system-associated,1361
SARO_RS16150,Saro_3180,3401412,3401873,MaoC family dehydratase,461
SARO_RS16155,Saro_3181,3401890,3402426,DUF3237 domain-containing protein,536
SARO_RS16160,Saro_3182,3402497,3403753,polyhydroxyalkanoate depolymerase,1256
SARO_RS16165,Saro_3183,3403904,3405715,ABC transporter ATP-binding protein,1811
SARO_RS16170,Saro_3184,3405807,3406619,undecaprenyl-diphosphatase,812
SARO_RS16175,Saro_3185,3406716,3406982,GlsB/YeaQ/YmgE family stress response membrane protein,266
SARO_RS16180,Saro_3186,3407063,3407347,hypothetical protein,284
SARO_RS16185,Saro_3187,3407491,3408381,phenylalanine 4-monooxygenase,890
SARO_RS16190,Saro_3188,3408604,3408771,50S ribosomal protein L33,167
SARO_RS16195,Saro_3189,3408868,3409554,outer membrane lipoprotein carrier protein LolA,686
SARO_RS16200,Saro_3190,3409927,3410718,exodeoxyribonuclease III,791
SARO_RS16205,Saro_3191,3410715,3411779,GTP cyclohydrolase II,1064
SARO_RS16210,Saro_3192,3411879,3412181,hypothetical protein,302
SARO_RS16215,Saro_3193,3412230,3412523,hypothetical protein,293
SARO_RS16220,Saro_3194,3412609,3413604,hypothetical protein,995
SARO_RS16225,Saro_3195,3413686,3413988,hypothetical protein,302
SARO_RS16230,Saro_3196,3413981,3414193,hypothetical protein,212
SARO_RS16235,Saro_3197,3414207,3415115,membrane protein,908
SARO_RS20745,Saro_3198,3415457,3415633,DUF465 domain-containing protein,176
SARO_RS16240,Saro_3199,3415696,3416685,TerC family protein,989
SARO_RS16245,Saro_3200,3416729,3418531,DNA helicase RecQ,1802
SARO_RS16250,Saro_3201,3418559,3419029,nuclear transport factor 2 family protein,470
SARO_RS16255,Saro_3202,3419089,3419604,hypothetical protein,515
SARO_RS16260,Saro_3203,3419630,3420823,sodium:proton exchanger,1193
SARO_RS16265,Saro_3204,3420940,3421236,hypothetical protein,296
SARO_RS16270,Saro_3205,3421366,3421638,hypothetical protein,272
SARO_RS16275,Saro_3206,3421708,3424344,methionine synthase,2636
SARO_RS16280,Saro_3207,3424461,3425516,5-methyltetrahydrofolate--homocysteine methyltransferase,1055
SARO_RS16285,Saro_3208,3425534,3426475,methylenetetrahydrofolate reductase [NAD(P)H],941
SARO_RS16290,Saro_3209,3426482,3427507,methyltransferase domain-containing protein,1025
SARO_RS16295,NA,3427706,3428011,hypothetical protein,305
SARO_RS16300,NA,3428075,3428275,hypothetical protein,200
SARO_RS20750,Saro_3211,3428245,3428502,aryl-sulfate sulfotransferase,257
SARO_RS16305,Saro_3212,3428543,3429265,beta-ketoacyl-ACP reductase,722
SARO_RS16310,Saro_3213,3429441,3430181,hypothetical protein,740
SARO_RS16315,Saro_3214,3430597,3431061,DUF3576 domain-containing protein,464
SARO_RS16320,Saro_3215,3431111,3433657,leucine--tRNA ligase,2546
SARO_RS16325,Saro_3216,3433689,3434150,hypothetical protein,461
SARO_RS16330,Saro_3217,3434161,3435183,DNA polymerase III subunit delta,1022
SARO_RS16335,Saro_3218,3435376,3436779,sugar transferase,1403
SARO_RS16340,Saro_3219,3436809,3437657,hypothetical protein,848
SARO_RS16345,NA,3437626,3437868,hypothetical protein,242
SARO_RS16350,Saro_3220,3437998,3439263,nucleotide sugar dehydrogenase,1265
SARO_RS20865,Saro_3221,3439314,3440513,glycosyltransferase WbuB,1199
SARO_RS20870,Saro_3222,3440545,3441090,hypothetical protein,545
SARO_RS16365,Saro_3223,3441276,3441989,sugar transporter,713
SARO_RS16370,Saro_3224,3442033,3444234,protein-tyrosine kinase,2201
SARO_RS16375,Saro_3225,3444277,3445527,group 1 glycosyl transferase,1250
SARO_RS16380,Saro_3226,3445570,3446523,glycosyltransferase family 2 protein,953
SARO_RS16385,Saro_3227,3446520,3447704,acyltransferase,1184
SARO_RS16390,Saro_3228,3447652,3449031,hypothetical protein,1379
SARO_RS16395,Saro_3229,3449113,3449382,hypothetical protein,269
SARO_RS16400,Saro_3230,3449382,3451442,hypothetical protein,2060
SARO_RS16405,Saro_3231,3451482,3452762,hypothetical protein,1280
SARO_RS16410,Saro_3232,3452750,3453721,class I SAM-dependent methyltransferase,971
SARO_RS16415,Saro_3233,3453763,3455235,flippase,1472
SARO_RS16420,Saro_3234,3455384,3456517,polysaccharide biosynthesis protein,1133
SARO_RS16425,Saro_3235,3456553,3457611,dTDP-glucose 4%2C6-dehydratase,1058
SARO_RS16430,Saro_3236,3457604,3458461,dTDP-4-dehydrorhamnose reductase,857
SARO_RS16435,Saro_3237,3458458,3459003,dTDP-4-dehydrorhamnose 3%2C5-epimerase,545
SARO_RS16440,Saro_3238,3459000,3459905,glucose-1-phosphate thymidylyltransferase,905
SARO_RS16445,Saro_3239,3460109,3461353,hypothetical protein,1244
SARO_RS16450,Saro_3240,3461337,3463055,ABC transporter ATP-binding protein,1718
SARO_RS16455,Saro_3241,3463030,3464979,asparagine synthetase B family protein,1949
SARO_RS20760,Saro_3242,3464976,3465566,hypothetical protein,590
SARO_RS16465,Saro_3243,3465481,3465750,PqqD family protein,269
SARO_RS20350,Saro_3244,3466034,3466894,HPr kinase,860
SARO_RS16475,Saro_3246,3467290,3467547,hypothetical protein,257
SARO_RS16480,Saro_3247,3467726,3469084,O-antigen ligase domain-containing protein,1358
SARO_RS20355,Saro_3248,3469081,3469791,hypothetical protein,710
SARO_RS16490,Saro_3249,3469832,3470386,hypothetical protein,554
SARO_RS16495,Saro_3250,3470383,3471027,hypothetical protein,644
SARO_RS16500,Saro_3251,3471052,3471669,ribonuclease D,617
SARO_RS16505,Saro_3252,3471830,3472744,sulfate adenylyltransferase subunit CysD,914
SARO_RS16510,Saro_3253,3472744,3474678,adenylyl-sulfate kinase,1934
SARO_RS16515,NA,3474721,3475002,DUF2061 domain-containing protein,281
SARO_RS16520,Saro_3255,3475038,3476342,UDP-glucose/GDP-mannose dehydrogenase family protein,1304
SARO_RS16525,Saro_3256,3476471,3477151,uracil-DNA glycosylase,680
SARO_RS16530,Saro_3257,3477222,3477635,DUF3035 domain-containing protein,413
SARO_RS16535,Saro_3258,3477635,3478150,signal peptidase II,515
SARO_RS16540,Saro_3259,3478150,3481056,isoleucine--tRNA ligase,2906
SARO_RS16545,Saro_3260,3481250,3482170,bifunctional riboflavin kinase/FAD synthetase,920
SARO_RS16550,Saro_3261,3482170,3483354,peptidase M19,1184
SARO_RS16555,Saro_3262,3483378,3483887,dihydrofolate reductase,509
SARO_RS16560,Saro_3263,3483884,3484942,5-(carboxyamino)imidazole ribonucleotide synthase,1058
SARO_RS16565,Saro_3264,3484957,3485442,5-(carboxyamino)imidazole ribonucleotide mutase,485
SARO_RS16570,Saro_3265,3485472,3486158,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase,686
SARO_RS16575,NA,3486204,3486383,hypothetical protein,179
SARO_RS16585,Saro_3266,3486624,3486914,N-acetyltransferase,290
SARO_RS16590,Saro_3267,3486981,3487997,amino acid lyase,1016
SARO_RS16595,Saro_3268,3487994,3488917,EamA family transporter,923
SARO_RS16600,Saro_3269,3488827,3489675,epimerase,848
SARO_RS16605,Saro_3270,3489731,3492346,aminopeptidase N,2615
SARO_RS16610,Saro_3271,3492343,3493101,peptidoglycan editing factor PgeF,758
SARO_RS16615,Saro_3272,3493098,3493721,hydrolase,623
SARO_RS16620,Saro_3273,3493829,3493954,50S ribosomal protein L36,125
SARO_RS16625,Saro_3274,3494090,3494899,hypothetical protein,809
SARO_RS16630,Saro_3275,3494893,3495894,UDP-glucose 4-epimerase GalE,1001
SARO_RS16635,NA,3496015,3496704,DUF4136 domain-containing protein,689
SARO_RS16640,Saro_3277,3496835,3497428,DUF4136 domain-containing protein,593
SARO_RS16645,Saro_3278,3497425,3498555,hypothetical protein,1130
SARO_RS16650,Saro_3279,3498762,3499103,arsenate reductase (glutaredoxin),341
SARO_RS16655,Saro_3280,3499265,3501388,TonB-dependent siderophore receptor,2123
SARO_RS16660,Saro_3281,3501473,3501982,(2Fe-2S)-binding protein,509
SARO_RS16665,Saro_3282,3502015,3502779,class II aldolase,764
SARO_RS16670,Saro_3283,3502808,3503434,DUF159 family protein,626
SARO_RS16675,Saro_3284,3503438,3504133,HPP family protein,695
SARO_RS16680,Saro_3285,3504255,3504797,30S ribosomal protein S9,542
SARO_RS16685,Saro_3286,3504800,3505279,50S ribosomal protein L13,479
SARO_RS16690,Saro_3287,3505418,3505744,divalent-cation tolerance protein CutA,326
SARO_RS16695,Saro_3288,3505741,3506793,heme A synthase,1052
SARO_RS16700,Saro_3289,3506969,3507340,MerC domain-containing protein,371
SARO_RS16705,NA,3507383,3508378,thiamine biosynthesis protein ThiS,995
SARO_RS16710,Saro_3291,3508428,3510692,NADP-dependent malic enzyme,2264
SARO_RS16715,Saro_3292,3510824,3512479,hypothetical protein,1655
SARO_RS16720,Saro_3293,3512607,3515183,DNA mismatch repair protein MutS,2576
SARO_RS16725,Saro_3294,3515176,3515790,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,614
SARO_RS16730,Saro_3295,3515840,3517096,NupC/NupG family nucleoside CNT transporter,1256
SARO_RS16735,Saro_3296,3517186,3517851,membrane protein,665
SARO_RS16740,Saro_3297,3517962,3518873,acetylglutamate kinase,911
SARO_RS16745,NA,3518914,3519105,hypothetical protein,191
SARO_RS16750,NA,3519104,3519457,hypothetical protein,353
SARO_RS16755,Saro_3299,3519646,3519945,YggT family protein,299
SARO_RS16760,Saro_3300,3519973,3520866,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,893
SARO_RS16765,Saro_3301,3521161,3521565,acyl-CoA thioesterase,404
SARO_RS16770,Saro_3302,3521569,3521748,hypothetical protein,179
SARO_RS16775,Saro_3303,3521752,3522489,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,737
SARO_RS16780,Saro_3304,3522575,3523831,aspartate kinase,1256
SARO_RS16785,Saro_3305,3523876,3524550,pentapeptide repeat-containing protein,674
SARO_RS16790,Saro_3306,3524917,3525945,2-nitropropane dioxygenase,1028
SARO_RS16795,Saro_3307,3525997,3527214,tetracycline resistance MFS efflux pump,1217
SARO_RS16800,Saro_3308,3527377,3528012,HNH endonuclease,635
SARO_RS16805,Saro_3309,3528182,3529600,peptidase M20,1418
SARO_RS16810,Saro_3310,3529785,3532292,DNA topoisomerase (ATP-hydrolyzing) subunit B,2507
SARO_RS16815,Saro_3311,3532337,3532546,hypothetical protein,209
SARO_RS16820,Saro_3312,3532565,3534988,DNA ligase-associated DEXH box helicase,2423
SARO_RS16825,Saro_3313,3535002,3536780,hypothetical protein,1778
SARO_RS16830,Saro_3314,3536777,3538483,molecular chaperone HscC,1706
SARO_RS20765,Saro_3315,3538903,3539553,BON domain-containing protein,650
SARO_RS16840,Saro_3316,3539560,3540963,phosphomannomutase/phosphoglucomutase,1403
SARO_RS16845,Saro_3317,3541039,3541335,molecular chaperone DnaJ,296
SARO_RS16850,Saro_3318,3541335,3542159,ATPase,824
SARO_RS16855,Saro_3319,3542259,3543119,pantoate--beta-alanine ligase,860
SARO_RS16860,Saro_3320,3543116,3543460,DUF2322 domain-containing protein,344
SARO_RS16865,Saro_3321,3543483,3544331,metallophosphoesterase,848
SARO_RS16870,Saro_3322,3544391,3545242,hypothetical protein,851
SARO_RS16875,Saro_3323,3545279,3545545,hypothetical protein,266
